Report ID,Filing Year,Filing Period,Report Type,Entity Name,Street Address,City,State,Zip Code,Phone Number,Principal Last Name,Principal First Name,Lobbyist Employees,Target Office,Candidate Last Name,Candidate First Name,Candidate Type,Political Committee,Third Party,Compensation Owed,Total Expenses,Total Raised
455903,2020,6,Fundraising,"Real Estate Board of New York, Inc.",570 Lexington Avenue,New York,NY,10022,2125323100,Hum,Carl,James Whelan; Ryan Monell;,City Council Member,Gennaro,James,Candidate,Gennaro 2021,,0,0,3800
455903,2020,6,Fundraising,"Real Estate Board of New York, Inc.",570 Lexington Avenue,New York,NY,10022,2125323100,Hum,Carl,James Whelan;,City Council Member,Sanchez,John,Candidate,John Sanchez Campaign,,0,0,2125
455903,2020,6,Fundraising,"Real Estate Board of New York, Inc.",570 Lexington Avenue,New York,NY,10022,2125323100,Hum,Carl,James Whelan; Ryan Monell;,Borough President,Cornegy,Robert,Candidate,Robert Cornegy for New York,,0,0,8325
455903,2020,6,Fundraising,"Real Estate Board of New York, Inc.",570 Lexington Avenue,New York,NY,10022,2125323100,Hum,Carl,James Whelan; Ryan Monell;,City Council Member,Gennaro,James,Candidate,Gennaro 2021,,0,0,3800
455903,2020,6,Fundraising,"Real Estate Board of New York, Inc.",570 Lexington Avenue,New York,NY,10022,2125323100,Hum,Carl,James Whelan;,City Council Member,Sanchez,John,Candidate,John Sanchez Campaign,,0,0,2125
469790,2021,5,Fundraising,CMW Strategies LLC,233 Broadway Suite2310,New York,NY,10279,2124377373,Woloz,Michael,Michael Woloz;,Mayor,Adams,Eric,Public Servant,Eric Adams 2021,,0,0,40400
455903,2020,6,Fundraising,"Real Estate Board of New York, Inc.",570 Lexington Avenue,New York,NY,10022,2125323100,Hum,Carl,James Whelan; Ryan Monell;,Borough President,Cornegy,Robert,Candidate,Robert Cornegy for New York,,0,0,8325
457539,2021,2,Fundraising,"Greenberg Traurig, LLP","200 Park Avenue, 15th Floor",New York,NY,10166,2128019355,Mascialino,John,John Mascialino;,Borough President,Matteo,Steven,Candidate,Matteo for Staten Island,,0,0,2640
457539,2021,2,Fundraising,"Greenberg Traurig, LLP","200 Park Avenue, 15th Floor",New York,NY,10166,2128019355,Mascialino,John,John Mascialino;,Borough President,Matteo,Steven,Candidate,Matteo for Staten Island,,0,0,2640
457539,2021,2,Fundraising,"Greenberg Traurig, LLP","200 Park Avenue, 15th Floor",New York,NY,10166,2128019355,Mascialino,John,John Mascialino;,Borough President,Matteo,Steven,Candidate,Matteo for Staten Island,,0,0,2640
457924,2021,2,Fundraising,"Mercury Public Affairs, LLC",63 Spring Water Dr,Saratoga,NY,12866,5188102468,Taluto,Adina,Dilemani Jake;,District Attorney Manhattan,Quart,Dan,Public Servant,Dan Quart for NYC,,131502,0,0
457924,2021,2,Fundraising,"Mercury Public Affairs, LLC",63 Spring Water Dr,Saratoga,NY,12866,5188102468,Taluto,Adina,Dilemani Jake;,Comptroller,Weprin,David,Candidate,Weprin 2021,,12000,0,0
457924,2021,2,Fundraising,"Mercury Public Affairs, LLC",63 Spring Water Dr,Saratoga,NY,12866,5188102468,Taluto,Adina,Dilemani Jake;,City Council Member,Markell,Debra,Candidate,Debra Markell for City Council 2021,,6000,0,0
457924,2021,2,Fundraising,"Mercury Public Affairs, LLC",63 Spring Water Dr,Saratoga,NY,12866,5188102468,Taluto,Adina,,City Council Member,Bendet,Binyomin,Candidate,Bendet for City Council 2021,,3000,0,0
457924,2021,2,Fundraising,"Mercury Public Affairs, LLC",63 Spring Water Dr,Saratoga,NY,12866,5188102468,Taluto,Adina,Dilemani Jake;,District Attorney Manhattan,Quart,Dan,Public Servant,Dan Quart for NYC,,131502,0,0
457924,2021,2,Fundraising,"Mercury Public Affairs, LLC",63 Spring Water Dr,Saratoga,NY,12866,5188102468,Taluto,Adina,Dilemani Jake;,Comptroller,Weprin,David,Candidate,Weprin 2021,,12000,0,0
461933,2021,3,Fundraising,"New York Electrical Contractors Association, Inc.",633 Third Ave. Foor 9,NYC,NY,10017,2124810530,Rescigno Jr.,Peter R.,Edwin Lopez; Peter Rescigno;,Borough President,Crowley,Elizabeth,Candidate,Elizabeth Crowley for Queens,,3500,0,3500
461933,2021,3,Fundraising,"New York Electrical Contractors Association, Inc.",633 Third Ave. Foor 9,NYC,NY,10017,2124810530,Rescigno Jr.,Peter R.,Edwin Lopez; Peter Rescigno;,Borough President,Crowley,Elizabeth,Candidate,Elizabeth Crowley for Queens,,3500,0,3500
461933,2021,3,Fundraising,"New York Electrical Contractors Association, Inc.",633 Third Ave. Foor 9,NYC,NY,10017,2124810530,Rescigno Jr.,Peter R.,Edwin Lopez; Peter Rescigno;,Borough President,Crowley,Elizabeth,Candidate,Elizabeth Crowley for Queens,,3500,0,3500
462853,2021,3,Fundraising,Patrick B. Jenkins & Associates,114-35 140th Street,Jamaica,NY,11436,3479560320,Andrews,Dwayne,Jordan Carelus; Patrick Jenkins;,Comptroller,Parker,Kevin,Candidate,Kevin Parker for New York City,,3000,0,7450
462853,2021,3,Fundraising,Patrick B. Jenkins & Associates,114-35 140th Street,Jamaica,NY,11436,3479560320,Andrews,Dwayne,Jordan Carelus; Patrick Jenkins;,City Council Member,Riley,Kevin,Candidate,Riley 2021,,3000,0,21405
462853,2021,3,Fundraising,Patrick B. Jenkins & Associates,114-35 140th Street,Jamaica,NY,11436,3479560320,Andrews,Dwayne,Jordan Carelus; Patrick Jenkins;,City Council Member,Clark,Jason,Candidate,Friends of Jason Clark,,4000,0,1400
462861,2021,1,Fundraising,Patrick B. Jenkins & Associates,114-35 140th Street,Jamaica,NY,11436,3479560320,Andrews,Dwayne,Jordan Carelus;,Comptroller,Parker,Kevin,Candidate,Kevin Parker for New York City,,3000,0,17000
462861,2021,1,Fundraising,Patrick B. Jenkins & Associates,114-35 140th Street,Jamaica,NY,11436,3479560320,Andrews,Dwayne,Dwayne Andrews; Jordan Carelus;,City Council Member,Clark,Jason,Candidate,Friends of Jason Clark,,4000,0,24884
462861,2021,1,Fundraising,Patrick B. Jenkins & Associates,114-35 140th Street,Jamaica,NY,11436,3479560320,Andrews,Dwayne,Jordan Carelus;,City Council Member,Riley,Kevin,Candidate,Riley 2021,,3000,0,12181
462863,2021,2,Fundraising,Patrick B. Jenkins & Associates,114-35 140th Street,Jamaica,NY,11436,3479560320,Andrews,Dwayne,Jordan Carelus; Ryan Day;,Comptroller,Parker,Kevin,Candidate,Kevin Parker for New York City,,3000,0,7000
462863,2021,2,Fundraising,Patrick B. Jenkins & Associates,114-35 140th Street,Jamaica,NY,11436,3479560320,Andrews,Dwayne,Jordan Carelus;,City Council Member,Clark,Jason,Candidate,Friends of Jason Clark,,4000,0,200
462863,2021,2,Fundraising,Patrick B. Jenkins & Associates,114-35 140th Street,Jamaica,NY,11436,3479560320,Andrews,Dwayne,Jordan Carelus; Ryan Day;,City Council Member,Riley,Kevin,Candidate,Riley 2021,,3000,0,14756
463011,2021,3,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III;,Borough President,Gibson,Vanessa,Candidate,New Yorkers for Vanessa Gibson,,0,0,1000
463011,2021,3,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Perry Vallone;,Mayor,Adams,Eric,Candidate,Eric Adams 2021,,0,0,23400
463011,2021,3,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III;,Borough President,Gibson,Vanessa,Candidate,New Yorkers for Vanessa Gibson,,0,0,1000
463011,2021,3,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Perry Vallone;,Mayor,Adams,Eric,Candidate,Eric Adams 2021,,0,0,23400
463011,2021,3,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III;,Borough President,Gibson,Vanessa,Candidate,New Yorkers for Vanessa Gibson,,0,0,1000
463011,2021,3,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Perry Vallone;,Mayor,Adams,Eric,Candidate,Eric Adams 2021,,0,0,23400
465000,2021,4,Fundraising,Akerman LLP,"1251 Avenue of the Americas, 37th Floor",New York,NY,10020,2128803800,Polivy,Steven,Steven Sinacori;,Mayor,Adams,Eric,Candidate,Eric Adams 2021,,7875,0,0
465000,2021,4,Fundraising,Akerman LLP,"1251 Avenue of the Americas, 37th Floor",New York,NY,10020,2128803800,Polivy,Steven,Steven Sinacori;,Mayor,Adams,Eric,Candidate,Eric Adams 2021,,7875,0,0
465000,2021,4,Fundraising,Akerman LLP,"1251 Avenue of the Americas, 37th Floor",New York,NY,10020,2128803800,Polivy,Steven,Steven Sinacori;,Mayor,Adams,Eric,Candidate,Eric Adams 2021,,7875,0,0
465528,2021,4,Fundraising,"Eric Palatnik, P.C.","32, Broadway, Suite 114",NY,NY,10004,2124254343,Palatnik,Eric,,Mayor,Adams,Eric,Candidate,Eric Adams 2021,,0,0,45000
465528,2021,4,Fundraising,"Eric Palatnik, P.C.","32, Broadway, Suite 114",NY,NY,10004,2124254343,Palatnik,Eric,,Mayor,Adams,Eric,Candidate,Eric Adams 2021,,0,0,45000
466386,2021,4,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,Charles Capetanakis; Jeffrey I. Citron; John ''Sean'' Crowley; Arthur Goldstein; Sid Davidoff;,Mayor,adams,eric,Candidate,eric adams 2021,,0,0,39800
466386,2021,4,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,Charles Capetanakis; Jeffrey I. Citron; John ''Sean'' Crowley; Arthur Goldstein; Sid Davidoff;,Mayor,adams,eric,Candidate,eric adams 2021,,0,0,39800
466386,2021,4,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,Charles Capetanakis; Jeffrey I. Citron; John ''Sean'' Crowley; Arthur Goldstein; Sid Davidoff;,Mayor,adams,eric,Candidate,eric adams 2021,,0,0,39800
467215,2021,4,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III;,Mayor,Adams,Eric,Candidate,Eric Adams 2021,,0,0,4800
467215,2021,4,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III;,Mayor,Adams,Eric,Candidate,Eric Adams 2021,,0,0,4800
467215,2021,4,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III;,Mayor,Adams,Eric,Candidate,Eric Adams 2021,,0,0,4800
468195,2021,4,Fundraising,"Cozen O'Connor Public Strategies, LLC","3 WTC, 175 Greenwich Street",New York,NY,10007,2125099400,Shorenstein,Stuart,JAMES L. ANSORGE; ROSE CHRIST; Kenneth Fisher; Vivien Krieger; Kaitesi Munroe; KATHERINE SCHWAB; Stuart Shorenstein;,Mayor,Adams,Eric,Candidate,Eric Adams for Mayor,,0,0,48150
457924,2021,2,Fundraising,"Mercury Public Affairs, LLC",63 Spring Water Dr,Saratoga,NY,12866,5188102468,Taluto,Adina,Dilemani Jake;,City Council Member,Markell,Debra,Candidate,Debra Markell for City Council 2021,,6000,0,0
457924,2021,2,Fundraising,"Mercury Public Affairs, LLC",63 Spring Water Dr,Saratoga,NY,12866,5188102468,Taluto,Adina,,City Council Member,Bendet,Binyomin,Candidate,Bendet for City Council 2021,,3000,0,0
457993,2021,2,Fundraising,Verizon Corporate Resources Group LLC,140 West Street,Manhattan,NY,10007,2125194725,Windram,Richard,Leecia Eve;,NYS Attorney General,James,Letitia,Public Servant,James for Ny,,0,0,65000
457993,2021,2,Fundraising,Verizon Corporate Resources Group LLC,140 West Street,Manhattan,NY,10007,2125194725,Windram,Richard,Leecia Eve;,NYS Attorney General,James,Letitia,Public Servant,James for Ny,,0,0,65000
457993,2021,2,Fundraising,Verizon Corporate Resources Group LLC,140 West Street,Manhattan,NY,10007,2125194725,Windram,Richard,Leecia Eve;,NYS Attorney General,James,Letitia,Public Servant,James for Ny,,0,0,65000
458131,2021,2,Fundraising,Akerman LLP,"1251 Avenue of the Americas, 37th Floor",New York,NY,10020,2128803800,Polivy,Steven,Steven Sinacori;,Mayor,Adams,Eric,Candidate,Eric Adams 2021,,0,0,4600
458131,2021,2,Fundraising,Akerman LLP,"1251 Avenue of the Americas, 37th Floor",New York,NY,10020,2128803800,Polivy,Steven,Steven Sinacori;,Mayor,Adams,Eric,Candidate,Eric Adams 2021,,0,0,4600
458131,2021,2,Fundraising,Akerman LLP,"1251 Avenue of the Americas, 37th Floor",New York,NY,10020,2128803800,Polivy,Steven,Steven Sinacori;,Mayor,Adams,Eric,Candidate,Eric Adams 2021,,0,0,4600
458263,2021,2,Fundraising,"Transgender Equity Consulting, Inc.",1873 Hart St,Ridgewood,NY,11385,9173610065,Gentili,Cecilia,Cecilia Gentili;,City Council Member,Gibson,Vanessa,Candidate,New Yorkers for Vanessa L. Gibson,,0,0,450
458263,2021,2,Fundraising,"Transgender Equity Consulting, Inc.",1873 Hart St,Ridgewood,NY,11385,9173610065,Gentili,Cecilia,Cecilia Gentili;,City Council Member,Gibson,Vanessa,Candidate,New Yorkers for Vanessa L. Gibson,,0,0,450
458502,2021,2,Fundraising,Cozen O'Connor,"3 WTC, 175 Greenwich Street",New York,NY,10007,2125099400,Shorenstein,Stuart,Kenneth Fisher;,Borough President,Cornegy,Robert,Candidate,Cornegy for Borough President,,0,0,0
458502,2021,2,Fundraising,Cozen O'Connor,"3 WTC, 175 Greenwich Street",New York,NY,10007,2125099400,Shorenstein,Stuart,Kenneth Fisher;,Borough President,Cornegy,Robert,Candidate,Cornegy for Borough President,,0,0,0
458502,2021,2,Fundraising,Cozen O'Connor,"3 WTC, 175 Greenwich Street",New York,NY,10007,2125099400,Shorenstein,Stuart,Kenneth Fisher;,Borough President,Cornegy,Robert,Candidate,Cornegy for Borough President,,0,0,0
458570,2021,2,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Perry Vallone;,Borough President,Gibson,Vanessa,Candidate,New Yorkers for Vanessa Gibson,,0,0,100
458570,2021,2,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Perry Vallone;,Borough President,Gibson,Vanessa,Candidate,New Yorkers for Vanessa Gibson,,0,0,100
458570,2021,2,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Anthony Constantinople  III; Perry Vallone;,Borough President,Gibson,Vanessa,Candidate,New Yorkers for Vanessa Gibson,,0,0,100
461552,2021,3,Fundraising,"Law Office of Vincent L. Petraro, PLLC","34 Atlantic Avenue, Suite 200",Lynbrook,NY,11563,2127360525,Petraro,Vincent,Vincent Petraro;,City Council Member,Markell,Debra,Candidate,Debra Markell for City Council 23rd District,,0,0,100
461552,2021,3,Fundraising,"Law Office of Vincent L. Petraro, PLLC","34 Atlantic Avenue, Suite 200",Lynbrook,NY,11563,2127360525,Petraro,Vincent,Vincent Petraro;,City Council Member,Kanu,Al-Hassan,Candidate,Friends of Al Kanu,,0,0,250
461552,2021,3,Fundraising,"Law Office of Vincent L. Petraro, PLLC","34 Atlantic Avenue, Suite 200",Lynbrook,NY,11563,2127360525,Petraro,Vincent,Vincent Petraro;,City Council Member,Holden,Robert,Candidate,Robert Holden 2021,,0,0,250
461552,2021,3,Fundraising,"Law Office of Vincent L. Petraro, PLLC","34 Atlantic Avenue, Suite 200",Lynbrook,NY,11563,2127360525,Petraro,Vincent,Vincent Petraro;,City Council Member,Ariola,Joann,Candidate,Ariola 2021,,0,0,250
461552,2021,3,Fundraising,"Law Office of Vincent L. Petraro, PLLC","34 Atlantic Avenue, Suite 200",Lynbrook,NY,11563,2127360525,Petraro,Vincent,Vincent Petraro;,City Council Member,Avella,tony,Candidate,Tony Avella for NYC,,0,0,250
461552,2021,3,Fundraising,"Law Office of Vincent L. Petraro, PLLC","34 Atlantic Avenue, Suite 200",Lynbrook,NY,11563,2127360525,Petraro,Vincent,Vincent Petraro;,Mayor,McGuire,Ray,Candidate,"Ray McGuire for Mayor, Inc",,0,0,400
461800,2021,3,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,John ''Sean'' Crowley;,Mayor,Adams,Eric,Candidate,Eric Adams for Mayor,,0,0,200
461800,2021,3,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,John ''Sean'' Crowley;,Mayor,Yang,Andrew,Candidate,Andrew Yang for Mayor,,0,0,200
461800,2021,3,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,Arthur Goldstein;,Borough President,cornegy,robert,Candidate,robert cornegy,,0,0,2265
461800,2021,3,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,John ''Sean'' Crowley;,Mayor,Adams,Eric,Candidate,Eric Adams for Mayor,,0,0,200
461800,2021,3,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,John ''Sean'' Crowley;,Mayor,Yang,Andrew,Candidate,Andrew Yang for Mayor,,0,0,200
461800,2021,3,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,Arthur Goldstein;,Borough President,cornegy,robert,Candidate,robert cornegy,,0,0,2265
461800,2021,3,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,John ''Sean'' Crowley;,Mayor,Adams,Eric,Candidate,Eric Adams for Mayor,,0,0,200
461800,2021,3,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,John ''Sean'' Crowley;,Mayor,Yang,Andrew,Candidate,Andrew Yang for Mayor,,0,0,200
461800,2021,3,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,Arthur Goldstein;,Borough President,cornegy,robert,Candidate,robert cornegy,,0,0,2265
453857,2021,1,Fundraising,CMW Strategies LLC,233 Broadway Suite2310,New York,NY,10279,2124377373,Woloz,Michael,Jeffrey Rodus; Danna Sosa;,City Council Member,Diaz,Darma,Candidate,Darna V. Diaz 2021,,2300,0,2300
453857,2021,1,Fundraising,CMW Strategies LLC,233 Broadway Suite2310,New York,NY,10279,2124377373,Woloz,Michael,Jeffrey Rodus; Danna Sosa;,City Council Member,Diaz,Darma,Candidate,Darna V. Diaz 2021,,2300,0,2300
454086,2021,1,Fundraising,Akerman LLP,"1251 Avenue of the Americas, 37th Floor",New York,NY,10020,2128803800,Polivy,Steven,Steven Sinacori;,Mayor,Stringer,Scott,Candidate,Stringer For Mayor,,1250,0,1250
454086,2021,1,Fundraising,Akerman LLP,"1251 Avenue of the Americas, 37th Floor",New York,NY,10020,2128803800,Polivy,Steven,Steven Sinacori;,Mayor,Stringer,Scott,Candidate,Stringer For Mayor,,1250,0,1250
454086,2021,1,Fundraising,Akerman LLP,"1251 Avenue of the Americas, 37th Floor",New York,NY,10020,2128803800,Polivy,Steven,Steven Sinacori;,Mayor,Stringer,Scott,Candidate,Stringer For Mayor,,1250,0,1250
454203,2021,1,Fundraising,"Real Estate Board of New York, Inc.",570 Lexington Avenue,New York,NY,10022,2125323100,Hum,Carl,James Whelan; Ryan Monell;,City Council Member,Cornegy,Robert,Candidate,Robert Cornegy for New York,,0,0,9215
454203,2021,1,Fundraising,"Real Estate Board of New York, Inc.",570 Lexington Avenue,New York,NY,10022,2125323100,Hum,Carl,Ryan Monell; James Whelan;,City Council Member,Sanchez,John,Candidate,John Sanchez 2021,,0,0,3125
454203,2021,1,Fundraising,"Real Estate Board of New York, Inc.",570 Lexington Avenue,New York,NY,10022,2125323100,Hum,Carl,Ryan Monell; James Whelan;,City Council Member,Gennaro,James,Candidate,Gennaro 2021,,0,0,4300
454203,2021,1,Fundraising,"Real Estate Board of New York, Inc.",570 Lexington Avenue,New York,NY,10022,2125323100,Hum,Carl,James Whelan; Ryan Monell;,City Council Member,Cornegy,Robert,Candidate,Robert Cornegy for New York,,0,0,9215
454203,2021,1,Fundraising,"Real Estate Board of New York, Inc.",570 Lexington Avenue,New York,NY,10022,2125323100,Hum,Carl,Ryan Monell; James Whelan;,City Council Member,Sanchez,John,Candidate,John Sanchez 2021,,0,0,3125
454203,2021,1,Fundraising,"Real Estate Board of New York, Inc.",570 Lexington Avenue,New York,NY,10022,2125323100,Hum,Carl,Ryan Monell; James Whelan;,City Council Member,Gennaro,James,Candidate,Gennaro 2021,,0,0,4300
454916,2021,1,Fundraising,"Cozen O'Connor Public Strategies, LLC","3 WTC, 175 Greenwich Street",New York,NY,10007,2125099400,Shorenstein,Stuart,JAMES L. ANSORGE;,Comptroller,BENJAMIN,BRIAN,Candidate,BENHJAMIN 2021,,0,0,2500
454916,2021,1,Fundraising,"Cozen O'Connor Public Strategies, LLC","3 WTC, 175 Greenwich Street",New York,NY,10007,2125099400,Shorenstein,Stuart,JAMES L. ANSORGE;,Borough President,SIMON,JOANNE,Candidate,JOANNE SIMON FOR BROOKLYN BOROUGH PRESIDENT,,0,0,500
454916,2021,1,Fundraising,"Cozen O'Connor Public Strategies, LLC","3 WTC, 175 Greenwich Street",New York,NY,10007,2125099400,Shorenstein,Stuart,JAMES L. ANSORGE;,Comptroller,BENJAMIN,BRIAN,Candidate,BENHJAMIN 2021,,0,0,2500
454916,2021,1,Fundraising,"Cozen O'Connor Public Strategies, LLC","3 WTC, 175 Greenwich Street",New York,NY,10007,2125099400,Shorenstein,Stuart,JAMES L. ANSORGE;,Borough President,SIMON,JOANNE,Candidate,JOANNE SIMON FOR BROOKLYN BOROUGH PRESIDENT,,0,0,500
455751,2021,1,Fundraising,Bowen Public Affairs Consulting Inc,147 S Oxford St Apt 1D,Brooklyn,NY,11217,4109913556,Bowen,Andrea,Andrea Bowen;,City Council Member,Crespo,Elisa,Candidate,ELISA CRESPO FOR CITY COUNCIL,,0,0,175
502857,2022,1,Fundraising,"Robert A. Ungar Associates, Inc.","150 State Street, Suite 501",Albany,NY,12207,5162272400,Ungar,Robert,Robert Ungar;,City Council Member,Joseph,Borelli,Candidate,Borelli for New York,,0,0,4250
502857,2022,1,Fundraising,"Robert A. Ungar Associates, Inc.","150 State Street, Suite 501",Albany,NY,12207,5162272400,Ungar,Robert,Robert Ungar;,City Council Member,Adams,Adrienne,Candidate,Adams 2021,,0,0,2000
502858,2022,2,Fundraising,"Robert A. Ungar Associates, Inc.","150 State Street, Suite 501",Albany,NY,12207,5162272400,Ungar,Robert,Robert Ungar;,Borough President,Gibson,Vanessa,Candidate,Gibson BP 2021,,0,0,2000
502858,2022,2,Fundraising,"Robert A. Ungar Associates, Inc.","150 State Street, Suite 501",Albany,NY,12207,5162272400,Ungar,Robert,Robert Ungar;,Borough President,Gibson,Vanessa,Candidate,Gibson BP 2021,,0,0,2000
502859,2022,4,Fundraising,"Robert A. Ungar Associates, Inc.","150 State Street, Suite 501",Albany,NY,12207,5162272400,Ungar,Robert,Robert Ungar;,City Council Member,Adams,Adrienne,Candidate,Adrienne for NYC,,0,0,3500
502859,2022,4,Fundraising,"Robert A. Ungar Associates, Inc.","150 State Street, Suite 501",Albany,NY,12207,5162272400,Ungar,Robert,Robert Ungar;,City Council Member,Brooks-Powers,Selvena,Candidate,Re-Elect Powers Queens,,0,0,1000
502859,2022,4,Fundraising,"Robert A. Ungar Associates, Inc.","150 State Street, Suite 501",Albany,NY,12207,5162272400,Ungar,Robert,Robert Ungar;,City Council Member,Adams,Adrienne,Candidate,Adrienne for NYC,,0,0,3500
502859,2022,4,Fundraising,"Robert A. Ungar Associates, Inc.","150 State Street, Suite 501",Albany,NY,12207,5162272400,Ungar,Robert,Robert Ungar;,City Council Member,Brooks-Powers,Selvena,Candidate,Re-Elect Powers Queens,,0,0,1000
502861,2022,5,Fundraising,"Robert A. Ungar Associates, Inc.","150 State Street, Suite 501",Albany,NY,12207,5162272400,Ungar,Robert,Robert Ungar;,City Council Member,Brooks-Powers,Selvena,Candidate,Re-Elect Powers Queens,,0,0,250
502861,2022,5,Fundraising,"Robert A. Ungar Associates, Inc.","150 State Street, Suite 501",Albany,NY,12207,5162272400,Ungar,Robert,Robert Ungar;,City Council Member,Brooks-Powers,Selvena,Candidate,Re-Elect Powers Queens,,0,0,250
502903,2022,2,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Perry Vallone;,City Council Member,Salamanca,Rafael,Candidate,Salamanca 2023,,0,0,2750
502903,2022,2,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Perry Vallone;,City Council Member,Salamanca,Rafael,Candidate,Salamanca 2023,,0,0,2750
502903,2022,2,Fundraising,Constantinople & Vallone Consulting LLC,"233 Broadway, Suite 830",New York,NY,10279,2123936500,Vallone,Perry,Perry Vallone;,City Council Member,Salamanca,Rafael,Candidate,Salamanca 2023,,0,0,2750
504810,2022,5,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,John ''Sean'' Crowley; Sid Davidoff; Arthur Goldstein; Jeffrey I. Citron; Charles Capetanakis;,City Council Member,adams,adrienne,Candidate,adrienne for nyc,,0,0,9850
504810,2022,5,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,John ''Sean'' Crowley; Sid Davidoff; Arthur Goldstein; Jeffrey I. Citron; Charles Capetanakis;,City Council Member,adams,adrienne,Candidate,adrienne for nyc,,0,0,9850
504810,2022,5,Fundraising,Davidoff Hutcher & Citron LLP,605 Third Avenue,"New York,",NY,10158,6464283280,Goldstein,Arthur,John ''Sean'' Crowley; Sid Davidoff; Arthur Goldstein; Jeffrey I. Citron; Charles Capetanakis;,City Council Member,adams,adrienne,Candidate,adrienne for nyc,,0,0,9850
505369,2022,5,Fundraising,"Law Office of Vincent L. Petraro, PLLC","34 Atlantic Avenue, Suite 200",Lynbrook,NY,11563,2127360525,Petraro,Vincent,Vincent Petraro;,City Council Member,Yeger,Kalman,Candidate,Kalman Yeger NYC,,0,0,54
505972,2022,5,Fundraising,"Cozen O'Connor Public Strategies, LLC","3 WTC, 175 Greenwich Street",New York,NY,10007,2125099400,Shorenstein,Stuart,JAMES L. ANSORGE; ROSE CHRIST; KATHERINE SCHWAB; Stuart Shorenstein;,City Council Member,Adams,Adrienne,Candidate,Adrienne For NYC,,0,0,4650
505972,2022,5,Fundraising,"Cozen O'Connor Public Strategies, LLC","3 WTC, 175 Greenwich Street",New York,NY,10007,2125099400,Shorenstein,Stuart,JAMES L. ANSORGE; ROSE CHRIST; KATHERINE SCHWAB; Stuart Shorenstein;,City Council Member,Adams,Adrienne,Candidate,Adrienne For NYC,,0,0,4650
